article_id,pub,par_index,group,length,text_block_english,row_num,threat_human,benefit_human,notes
632712913dd49b919c130530,NTV,4,REFUG,164,"Just after Russia’s attack on Ukraine, the German government still expected up to **340,000 people** to seek protection in Germany. This figure appears to have been set too low: According to the latest federal forecast, the number could now reach up to **one million [Group 1]**.

More and more **[Group 1]** are arriving in Germany from Ukraine. So far, the Federal Police have registered **218,301 war refugees**, a spokesman for the Federal Ministry of the Interior in Berlin announced. While the Federal Police are currently conducting intensified checks, the number of war refugees entering Germany could already be significantly higher since there are no fixed border controls at internal borders. On Saturday, the number of **[Group 1]** had been listed at **207,742**.

According to a report, the German government expects that **one million [Group 1] from Ukraine** will come to Germany for a longer period. As *Bild am Sonntag* reported, the traffic light coalition government discussed the consequences of Russia’s war of aggression in a cabinet meeting on Ukraine last Wednesday and adjusted its forecast on refugee numbers.",99,,,
6327128f3dd49b919c1241a4,Neues Deutschland,2,REFUG,144,"Five weeks have passed since the massacre at the fences on the border of **Melilla**. Their organization, *Caminando Fronteras* [Walking Borders], has collected testimonies from survivors of the deadly events. What do the victims say about the events of **June 24th**?

It is important to note that, following an agreement between **Morocco** and **Spain**, there was a particularly harsh response by Moroccan security forces against **[Group 1]** and **[Other Group]**. They were driven toward the action through military operations, arrests, and beatings. Even the forest where they were staying was set on fire. They were also constantly sprayed with tear gas from helicopters. The Moroccan security forces—also funded by the **European Union**—have again raped women as punishment.

**Helena Maleno** is an award-winning journalist and human rights activist. She is the founder of the non-governmental organization *Caminando Fronteras/Walking Borders*, a kind of emergency hotline for people in distress at sea. She spoke with **Ralf Streck** about the current migration policy.",100,,,
632712843dd49b919c0dae1e,Focus,6,JUDE,269,"How did you come up with the idea to engage with this topic?

Stefan Sarazin: In the 1990s, I had a fascination with al-Andalus and the teachings of Ibn Rushd, and I never understood why people were fighting over one God. Because either ""HE"" is ""the One""—or ""the None."" When my first film, *""Nitschewo""* (2001), a melodrama, flopped commercially, I withdrew to the Sinai. There, I befriended a Bedouin named Adel, whom I visited repeatedly over the years, and who had an unusually mild attitude toward Israel and the [Group 1]. That intrigued me, and I wanted to write something about it—a comedy celebrating life, essentially the opposite of my previous film. For a long time, it remained something like an *""Alexis Sorbas""* story between a Bedouin and a detached US-American [Group 1], though it never really took off, not even when I turned the New Yorker [Group 1] into an ultra-Orthodox man.

Then, in 2006, after returning from a trip to Alexandria, I told a friend—with whom I had often discussed this story—that I had visited the synagogue there and that only a handful of members remained, unable to hold services. That finally got the story moving. My friend, Freyja Weinert—blessed be her name—had a ""divine"" inspiration shortly after, saying, *""my [Group 1]""* could drive through the desert to Alexandria as the missing tenth man. That was the turning point on which the story of *""Not Quite Kosher""* was based, which I then developed into a screenplay with Peter Keller.",101,,,
632712ab3dd49b919c1db71b,Telepolis,63,HRV,112,"Just as the **[Other Group]** were accused in the 1990s of seeking a Greater Serbia through violence, today the **[Other Group]** are accused of aiming to establish a Greater Russian Empire. Even left-wing critics attribute imperialist ambitions to Russia. Back then, Slobodan Milošević was demonized as Hitler, while today Vladimir Putin is his most recent reincarnation.

Whereas the **[Other Group]** were blamed for sole responsibility for the Yugoslav civil war and the other parties involved—**[Group 1]**, **[Other Group]**, and Kosovo Albanians—were merely seen as victims, today it is solely the **[Other Group]** who are held accountable. According to Western perception, only Moscow—not Kyiv—bears the blame for the escalation of violence. Yet the truth is different in both cases.

The expulsion of the Croatian **[Other Group]**...",102,,,
632712b83dd49b919c22756d,nordbayern.de,19,HUN,137,"**""The time is ripe for consequences""**

The European Parliament has long been calling on the EU Commission to exert more pressure on rule-of-law violators. The comprehensive overview presented on Wednesday was largely welcomed by the members, but they also demanded consequences. *""The rule-of-law violations in [Andere Gruppe] and [Gruppe 1] must be financially sanctioned,""* said Green Party politician Daniel Freund. *""We now know exactly how broken democracy and the rule of law are in both countries.""*

FDP lawmaker Moritz Körner also emphasized: *""The time is more than ripe for consequences.""* EU funds for [Gruppe 1] must be withheld immediately. Katarina Barley (SPD) called on the EU Commission to adopt clearer language regarding [Andere Gruppe] and [Gruppe 1]. Now, it must follow up on whether Warsaw and Budapest implement the recommendations—or, if not, enforce them through financial pressure or infringement proceedings.",103,,,
WAZ-5E384AE9308728F957A607C9875400F4_3743320,WAZ,1,REFUG,55,"At the refugee accommodation on Brauckstraße, there are currently 103 free beds available, according to the city. 257 people are already living there, including 140 [Other Group]. In total, 476 [Group 1] are accommodated in the municipal shelters.

776 people from Ukraine are registered with the city’s foreign residents’ office, including 517 women, 259 men, and 263 children.",104,,,
632712b43dd49b919c20ef4e,Merkur,4,RUS,66,"'A couple hung a Ukrainian flag from their window. Now they face a potential report—because of the symbol emblazoned on it.

Weiden in der Oberpfalz – He [Group 1], she [Another Group]: On Sunday around midnight, a couple hung a Ukrainian national flag from the window of a multi-family building. The issue: it featured a swastika printed on it.

*""Weiden an der Oberpfalz: Couple faces possible report over Ukraine flag.""*",105,,,
632712af3dd49b919c1efaf5,Weser Kurier,6,ITA,122,"The German government opposes Italy continuing to allow lawsuits from relatives of victims of German war crimes seeking individual compensation, even though the court has long ruled such claims inadmissible, as the court in The Hague announced. Such a legal dispute between two such close partner countries is highly unusual.

As early as 2012, the court ruled that Germany is not required to compensate Italian victims of the Nazis individually and that corresponding Italian judgments are void. With its lawsuit, Germany now insists that Italy recognize the principle of state immunity in civil claims in other countries, as established in the ruling ten years ago. During its retreat from Italy in World War II, the German Wehrmacht and the SS wreaked havoc in many places, including the murder of many [Gruppe 1].",106,,,
632712a93dd49b919c1cf007,Tagesschau,27,USA,177,"**""Meister:** I believe that Putin has radicalized in his thinking and rhetoric. At the same time, these traits were always inherent in him. He is a product of the intelligence services, a product of the Soviet Union—he was stationed in Dresden in the late 1980s and witnessed the protests of the *Wende* era, fearing they could cost him his life. That shaped him and explains his fear of color revolutions. And he has always harbored a deep hatred for the USA.

His worldview has always been totalitarian; he lacks any empathy for people, for societal processes. This has been exacerbated by experiences with the USA, which, in his view, did not show him the respect he deserved, and by the NATO expansion toward the East—though against the backdrop of his own conditioning. And now he can take revenge for the collapse of the Soviet Union, for NATO’s war against Yugoslavia. He is avenging the fact that **[Group 1]** ‘won’ back then. And now he can win against **[Group 1]** in Ukraine.

*'Putin wants to destroy Ukraine.'""**",107,,,
632712a23dd49b919c1a4a4b,T-Online,5,NLD,168,"**Gelsenkirchen (dpa)** – Legendary coach Huub Stevens calls his first-ever move to FC Schalke 04 one of the standout decisions of his career.

In his very first season with the *Gelsenkirchenern* [Gelsenkirchen-based team], he won the **UEFA Cup** in **1997**, defeating **Inter Milan** in the final. *""For me personally, it was a crazy season because in the first round, I had already been eliminated as a coach—with Roda Kerkrade against Schalke,""* Stevens told the **Deutsche Presse-Agentur (dpa)**.

*""After that, Eddy (Eddy Achterberg, Roda Kerkrade’s then-assistant coach) already said to me: ‘Watch out, Huub, they’re coming for you!’ I couldn’t imagine it, and two weeks later, Rudi Assauer (then Schalke manager) actually called.""* The now **68-year-old** Stevens added: *""For me, it was first a difficult situation because I had a valid contract with Roda, and normally I wouldn’t just leave a club like that. But looking back, I have to say it was my best decision, because I owe Schalke an enormous amount.""*",108,,,
63807760b204b6f1ee08ca12,Junge Freiheit,2,MIGR,126,"**BERLIN.** The federal government is planning the mass naturalization of **[Andere Gruppe]**. Up to two million **[Gruppe 1]**, experts estimate, could become German citizens. The draft law comes from the Interior Ministry, led by Nancy Faeser (SPD).

For this, they would neither need to master the language nor renounce their previous citizenship. Primarily affected are **[Gruppe 1]**, who arrived in Germany with the **""Flüchtlingswelle""** (refugee wave). Their children, born here, automatically receive a German passport, provided that the mother or father has had a **""lawful habitual residence""** in Germany for five years. This shortens the requirement further—the deadline was already only eight years before. Now, it suffices if someone arrived in 2018.

The current Federal Minister of Culture and the Media, Claudia Roth (Greens), had already demanded three years ago that all **""Klimaflüchtlinge""** (climate refugees) must also receive German citizenship.",109,,,
632712a93dd49b919c1cc2f2,Tag24,6,USA,91,"A man from Florida was out for a morning walk when he passed a bush that seemed to hide an animal inside. Since it looked like the animal was tied to a long leash, he assumed it was a dog.

So it happened as it was bound to: When the [Group 1] tried to pet the animal, he realized he actually had an alligator in front of him!

Before he could run away, the alligator snapped shut. What had seemed like a long leash turned out to be the tail of the beast.",110,,,
6327129e3dd49b919c18856c,SZ,4,PRT,154,"**March 10, 2022, 5:54 AM**

**Flensburg (dpa/lno)** – The handball players of **SG Flensburg-Handewitt** will face defending champions and record winners **FC Barcelona** in the final group-stage match of the **Champions League** on Thursday (6:45 PM/Sky and Servus TV). In the game in Catalonia, it will only be decided whether the team from Flensburg finishes fifth or sixth in the group stage and thus reaches the playoff round. Only a victory still gives **SG Flensburg-Handewitt** the chance to overtake **FC Porto**, who are currently ahead of them. A draw, however, is not enough, as the team from northern Germany lost the direct comparison with **[Group 1]**.

**SG** goalkeeper **Kevin Möller** is looking forward to returning to **FC Barcelona**, with whom he won the **Champions League** last season. *""I had three good years there,""* said the Danish national goalkeeper. For the 32-year-old, a strong defense and fast-paced play are key to success. Nevertheless, Möller also knows: *""This is going to be a very difficult game.""*",111,,,
Tonline_added_5f4181bf807ab80f7db83f3b92a276c8b632be29_,T-Online,4,GBR,132,"On Saturday, Phil Foden suffered a bitter defeat with Manchester City against Tottenham, before later getting involved in a brawl as part of a boxing event—with his mother right in the middle of it.

The two boxers Kell Brook and Amir Khan faced off in the AO Arena in Manchester from Saturday night into Sunday. But the clash between the two [Group 1 fighters] wasn’t the only fight in the venue. As a video shows, a brawl also broke out in the backstage area. Among those involved were Manchester City star Phil Foden—and, according to media reports, his mother Claire as well.

In the video, the vice-European champion is seen being insulted by a group of men outside the backstage room. His mother, Claire, then storms onto the corridor and shoves one of the men, prompting him to throw a punch.",112,,,
6398bea666192abcbf04e857,Tagesschau,5,AFG,119,"Confidential documents from the German federal government, evaluated by **WDR**, **NDR**, and the **""Süddeutsche Zeitung""** together with Austria’s **""Falter""**, now reveal how then-Interior Minister **Horst Seehofer (CSU)** sought to assist his Austrian counterpart, current Chancellor **Karl Nehammer (ÖVP)**, in deporting people to a war zone. According to the documents, Austria wanted to deport **[Group 1]** for ""domestic political reasons.""

A diplomat at the German embassy in Vienna reported hearing from an **ÖVP** ministry that plans were being considered for a ""demonstrative deportation of a larger number of **[Group 1]** via charter flight."" Another official, citing intelligence briefings from the Federal Chancellery, said Austria was exerting ""significant pressure"" at the ministerial level. Minister **Seehofer** ""wanted to comply with this request."" Austria also provided a justification at the time: the ""murder of a 13-year-old girl.""

**""Nehammer under domestic political pressure""**",113,,,
639886908b9343432d038ad3,Stern,3,BRA,74,"Jana Ina Zarrella visits a pet food bank in Düsseldorf.

Jana Ina Zarrella has been in the Christmas spirit for a while now: *""We [Group 1] always start decorating early,""* reveals the presenter.

For Jana Ina Zarrella (46), the Christmas fever has already set in. *""Our Christmas tree has been in the living room since early December,""* she shares during her visit to a pet food bank. The 46-year-old has been serving as an ambassador for the *""Tierisch engagiert""* initiative for many years, advocating for animal welfare.",114,,,
Focus_added_b3f4adc8538fe4d86a1beb7153fe183713dd7ccd_,Focus,251,FRA,70,"**FC Chelsea are reportedly set to sign Ousmane Dembélé.** This is according to *CaughtOffside*, citing the newspaper *Sport*. The Blues are said to be using his release clause to pry the Barcelona star away from the Catalans for over **50 million euros**.

Dembélé, who has been in good form following a difficult period marked by injuries, has scored **five goals and provided seven assists** in **20 games across all competitions** this season.

**17 November, 09:54 AM**",115,,,
6339a8ce184d152f0300a107,TAZ,12,FOR,156,"**""I didn’t understand at first what was happening""**

Soufiane Hennani is a Moroccan author and activist who deals with the impact of sex tourism on his country. *""By now, it’s even visible in smaller cities in public spaces that there are increasingly more tourists who want to buy sex. Many pimps have specialized in catering to [Group 1]’s demand and offer everything: women, queer individuals, and unfortunately also children,""* Hennani says. He reports cases where the police have intervened, but the tourists are rarely held accountable, while the sex workers end up in custody instead. That’s why bribes to police officers are widespread to keep the market running.

*""The victims are left to fend for themselves. In Morocco, we don’t even talk about the problems caused by sex tourism. We certainly don’t discuss protecting children from foreign perpetrators,""* Hennani says. Yet, this exploitation threatens the lives of many young people in the country.",116,,,
6327129d3dd49b919c17ec4c,SZ,5,GBR,202,"This is a recommendation from the German Olympic Sports Confederation (DOSB), as reported by the *Frankfurter Allgemeine Zeitung*. Athletes could install the mandatory My2022 event app on these devices. All Olympic participants would have to enter medical data such as their pre-departure PCR test results for coronavirus and the results of daily temperature checks into the app.

Earlier, [Group 1] had also announced that they would provide athletes with new mobile phones upon request for the duration of the competitions, if needed. *""We have given athletes and support staff practical advice so they can decide for themselves whether to bring their personal devices to the Games or not,""* a spokesperson for the British National Olympic Committee (NOC) told the newspaper *Guardian* (Thursday). *""For those who do not wish to bring their own equipment, we have temporarily provided devices.""*

In the run-up to the Olympic Games in the Chinese capital, there have been repeated warnings that Chinese intelligence services could access sensitive data from smartphones, tablets, and laptops. Earlier, the newspaper *De Volkskrant* reported that the Dutch NOC was advising athletes and staff to leave personal devices at home. Instead, the federation would distribute *""clean""* devices, which were to be destroyed upon return. Geert Slot, a spokesperson for the NOC*NSF, called cybersecurity part of the risk assessment for the trip to China.",117,,,
632712b43dd49b919c20f283,Merkur,7,REFUG,168,"**""The upturn we’ve seen on our labor market in recent weeks is largely attributable to the seasonal effect at the start of spring,""** explains Nikolaus Windisch, head of the *Agentur für Arbeit Freising*. Thanks to rising temperatures, work in weather-dependent industries—such as in core construction, roofing trades, landscaping, and scaffolding—has resumed after the winter break.

**""We’re pleased with the positive labor market developments in our region, but we’re also deeply concerned about the war in Ukraine,""** Windisch adds: **""For those who are already interested in counseling and job placement, we at the employment agency will support them as quickly as possible with our services and funding offers.""**

**Counseling for [Group 1]**

The agency director expects growing demand for counseling in the coming weeks and is preparing accordingly: an interpreter service has already been set up, as has a multilingual hotline. Flyers and website content are being translated. Initial information on the topic **""Working in Germany""** is available in German, Ukrainian, and Russian here: [www.arbeitsagentur.de/ukraine](http://www.arbeitsagentur.de/ukraine)",118,,,
MAZ-3.10610900001667e+20,MAZ,5,FOR,197,"According to the prosecution, the 54-year-old man today is alleged to have been on the Rhine promenade with a buddy, consuming alcohol. A dispute is said to have broken out, which the later-arrested [Other Group] admitted to, though they made no further statements. The dispute allegedly arose because the future victim refused to pay for another bottle of vodka. The 54-year-old is said to have snatched the money from his hand during the scuffle and, when the witness demanded it back, pushed him to the ground and struck him multiple times on the head with an iron bar before fleeing the scene with the money. The victim suffered a skull bruise and a scalp laceration at the time.

Under current law, [Group 1] (including EU citizens) can be deported if a proven offense suggests a threat to public safety and order. A decisive reason could be a conviction of at least five years in prison. In this case, however, the [Other Group] is said to have only one prior conviction and most recently served a substitute custodial sentence for an unpaid fine. The court closed the file: *""Now we first have to research this,""* said the presiding judge.",119,,,
Focus_added_90ca7ebcbfea2995ae2c14bba4f542cd17f2c714_,Focus,3,UKR,122,"In a brief ceremony, Ukrainian President **Volodymyr Zelenskyj** celebrated the return of some of his soldiers from Russian captivity. *“It was a special day in a special week,”* he said yesterday evening in his daily video address.

At the same time, he announced plans to bring back more soldiers from Russian detention camps. *“We will not leave a single one [group 1] in Russian prisons, camps, and ‘isolation’ (detention facilities). We are thinking of all of them.”*

Earlier in the day in **Kyiv**, **Zelenskyj** awarded medals to a group of former prisoners of war. In recent days, **Russia** and **Ukraine** have exchanged prisoners multiple times. According to **Zelenskyj**, a total of **1,331** Ukrainian soldiers have been freed from Russian captivity since the war began in February. Meanwhile, **Kyiv** continues to push for a special tribunal to prosecute Russian war crimes.",120,,,
6327128f3dd49b919c12521f,Neues Deutschland,2,ITA,190,"Christ Koumadje (r.) is an example of the young talents Alba has developed into champions in a short time.

»Throw the ball at the basket! Not to the opponent!«, Coach Andrea Trinchieri yelled at his team during a timeout in the second final game of the Basketball Bundesliga. In front of the rather small-framed [Group 1] sat several heavily muscled two-meter-tall players, but hardly any Munich player dared to even make eye contact with the FC Bayern coach. Once again, they had failed to find a way to break through Alba Berlin’s defense—the reigning champions—so Trinchieri scolded his team again for their helplessness, lack of intensity, and careless handling of the ball. Apparently, playing basketball for FC Bayern isn’t much fun right now.

At the capital-based opponent, things are different. »We have fun together. We train with a lot of fun, and this culture runs through the entire club«, wing player Oscar da Silva said after the second victory in the second match of the series, flashing a fitting broad smile. The anticipated clash of systems is currently going clearly to Berlin’s fun-loving side. And on this Friday evening, they could secure their third consecutive championship title with another win.",121,,,
KN-doc7nc3uysaxbd239tri7r,KN,4,JUDE,228,"""'It was very important for us to take a point and not lose it. We’re super happy that we’ve qualified. We wanted to pick up where we left off,' said Borussia Dortmund goalkeeper Gregor Kobel, who saved a penalty, in an interview with Amazon Prime Video.

For [Group 1] Bellingham, advancing means 'a lot,' after it didn’t work out last season. 'That’s a huge pleasure. We want to go as far as possible.' Coach Terzić was also fully satisfied: 'We rewarded ourselves with that point. In the first half, we played a really good game. We kept them away from the goal.'

Unlike Borussia, the group G table-toppers from England could afford to rotate stars like Kevin De Bruyne, who initially sat on the bench. For starting goalkeeper Ederson, former Bielefeld player Stefan Ortega made his first official appearance. Manager Pep Guardiola’s decision to rest some key players made it slightly easier for the Revier club. That Manchester increasingly imposed their trademark possession-based football could be overlooked by Borussia, as their defense stood solid and even kept Haaland in check. Black and yellow focused on counterattacks and had the next chance through Giovanni Reyna (26.), but Ortega neutralized it again. And had Youssoufa Moukoko scored nine minutes later after a fine pass from Adeyemi from close range, the hosts would have deservedly taken the lead.""",122,,,
63870eabfd526c4013098ff1,Berliner Morgenpost,3,JUDE,110,"**Hate comments online – Numerous raids**

Comments on the internet are often aggressive or filled with hatred. Politicians, [Other Group], [Group 1], COVID-19 doctors, or other people are threatened with violence or death. The authors feel safe in the anonymity of the net—but that can be a mistake.

Berlin (dpa/bb). With numerous raids, police in Berlin and many other federal states have taken action against authors of hate messages online. Since Wednesday morning, computers and phones belonging to suspects have been seized. *“Hate speech is not free expression. Insults, incitement to hatred, and racist comments are criminal offenses and will be prosecuted,”* the police stated on Twitter. Special tactical units (SEK) were involved in some of the nine raids in Berlin.",123,,,
632712743dd49b919c071bd1,Spiegel,8,RUS,133,"Katerina Tichonova, 35, and her companions reliably headed to places where Russian money typically meets Bavarian hospitality. Apparently, they booked accommodations in Munich’s city center and at Lake Tegernsee.

Evidence suggests that Tichonova and her child, along with their entourage, traveled to the Bavarian Alps in December 2019. According to documents, [Group 1] arrived in Munich on Aeroflot flight SU2594, while their then two-year-old daughter was reportedly flown in three days earlier by a private Air Hamburg jet. A bodyguard of the FSO reserved a room at Lake Tegernsee.

It was not a long trip. Tichonova returned to Moscow after about a week. Another security guard apparently traveled from Russia to Bavaria to escort her back home. And the back-and-forth continued.",124,,,
632712853dd49b919c0dd7f8,Focus,12,GBR,126,"'Biden and Scholz would both like to win over India. VW, Boeing, and IBM need new markets before political reasons derail their lucrative China business. The [Other Group]’s desire to remain „non-aligned” is seen in Washington and Berlin as a misguided vow of chastity.

Since the Brexit, Boris Johnson has also been on the lookout for new partners. The EU exit cost him his most important free-trade partner. In 2020, [Group 1]’s exports to the EU accounted for 42 percent of its total trade value, while imports made up 50 percent. Now Johnson is seeking connections in the Pacific region.

But Putin also has to see where he stands. After the harsh sanctions regime imposed by NATO states, he is now knocking on China’s door. He’s a desperate swinger.'",125,,,
632712c33dd49b919c26970a,T-Online,7,HUN,148,"**Youth in the USSR**

But it was a long way to get there. Zoltan was born in 1978 in [Group 1], so he grew up behind the Iron Curtain. He only moved to the United States of America in 2000. His childhood still shapes the guitarist today. ""I knew I had to outdo everyone to get out of there. I went to school, but then I attended further education and earned degrees,"" recalls the 44-year-old. That’s how he became an engineer, studied advertising design, and also earned several Judo belts. He describes himself as a workaholic.

""I always have to be doing something and working on myself. Normally, I can only switch off for an hour, then I have to do something. It took me a month during the pandemic to realize that all bands were in the same situation as us. No one could work more than me. I could finally take a break.""",126,,,
632712b03dd49b919c1f2ee9,Weser Kurier,5,USA,82,"**""This is very exciting and I’m really looking forward to it,""** Maurer said on Monday in a short video released by the European Space Agency (ESA). **""It will be a major highlight of my spaceflight.""**

During the roughly six-and-a-half-hour mission about 400 kilometers above Earth, Maurer and [Crew-1] Raja Chari will take on maintenance tasks. Among other things, the two will install new hoses on a cooling system, replace a camera, and set up power and data connections on the external European research platform Bartolomeo.

**""Spacewalk along the space station""**",127,,,
Tonline_added_fe523c2c20488bf7faf9423d0688ef5eaacb895a_,T-Online,5,SRB,138,"At the same time, the association apologized for the uproar that arose before the start of the year’s first Grand Slam tournament. *""We understand that the recent events have been a significant distraction for everyone,""* Tennis Australia stated in its statement, without mentioning Djokovic’s name in the release.

The world No. 1 Serbian had traveled to Australia unvaccinated because he wanted to participate in the Australian Open with a medical exemption. However, his visa was annulled upon arrival because the 34-year-old [Group 1] player could not provide sufficient evidence for the special permit.

After a days-long legal battle, the Federal Court in Melbourne ruled the visa cancellation legal just one day before the Australian Open was set to begin. Djokovic was then required to leave Australia. Tennis Australia stated in its release that it had worked closely with the Australian government and the government of the state of Victoria.",128,,,
6327128f3dd49b919c124418,Neues Deutschland,5,JUDE,318,"The court must address the plastic because Michael Düllmann, a member of the Jewish community in Berlin, has demanded that the parish of the city church remove it. If this is not possible for reasons of monument preservation, it should at least be established that the relief constitutes an offense under the law of insult. In two lower instances, however, Düllmann’s claim has failed. The Regional Court of Dessau-Roßlau dismissed his lawsuit in May 2019, and the Higher Regional Court (OLG) in Naumburg rejected his appeal in February 2020.

In doing so, the judges found that the artwork could indeed constitute an insult to [Group 1]—when viewed in ""isolation."" However, they directed attention to a bronze sculpture installed in the ground in front of the church in 1988. It depicts four plates, from whose cross-shaped fissures something rises. The accompanying text draws a connection from medieval mockery of [Group 1] to the Holocaust and the murder of six million [Group 1] in the 20th century. Later, the artwork, designed by Wieland Schmiedel, was supplemented by a cedar tree as a symbol of reconciliation; an explanatory plaque also exists. According to the judges, the ""Judensau"" now belongs to an ""ensemble of exhibits"" and should be preserved as part of a ""culture of remembrance and commemoration.""

This intention was also emphasized by the defendant parish just weeks before the hearing at the Federal Court of Justice. The ""Judensau"" is a ""difficult legacy, but also a document of contemporary history,"" states a declaration from March. It reflects ""medieval anti-Semitism, to which even Martin Luther succumbed."" The defamatory sculpture provokes ""shame and resistance,"" but according to the parish, this should not be met by its removal. Instead, its presence ""continuously provokes remembrance and commemoration anew."" Reference is made to the plaque with contextualizing text, various publications, or the fact that all official city and church tours address the topic, and memorial events are held on November 9th and January 27th at the foot of the shameful artwork.",129,,,
MAZ-3.07253730001663e+20,MAZ,1,FRA,155,"**FINTHEN.** They live in a time when there is little to laugh about. Two years after the end of World War II, the then still independent community of Finthen is also in need. Food is scarce. Many men have fallen or are still in captivity. Nevertheless, on **September 13, 1947**, 30 residents of Finthen set out to spread cheer in the mountain village then ruled by **[Gruppe 1]**, founding the **Finther Carneval Verein (FCV)**. The first chairman is **Franz Brill**, the first meeting president is **Ludwig Hochhaus**.

These and other data and facts were compiled by **Volker Conradi**, today’s first chairman, in the 27-page commemorative publication for the FCV’s 75th anniversary, which is being celebrated this year (see info box). In doing so, Conradi was also able to draw on the records of **Kurt Merkator**, which the latter had compiled for the FCV’s 50th birthday. **Herbert Schäfer**, like **Merkator** a former local mayor of Finthen, was additionally able to fill remaining gaps in the club’s history.",130,,,
WAZ-73033D7356DA7A74B748F79388E50E85_3186016,WAZ,4,RUS,151,"Elsewhere, she has already had to go through this experience. In Dorsten, she was involved in a project with **[Other Group]** and **[Other Group]**. When the conflict between Turkey and **[Other Group]** broke out, a process began that ultimately led to the group splitting apart, with some factions turning hostile toward each other.

As she said, nothing of that is noticeable here yet, but her experience makes her skeptical. Not only is there a divide between **[Group 1]** and **[Other Group]**. She knows of Russian families in Bottrop who are close to Putin, but she also knows that among the Russian-origin residents of Bottrop, there are clear opponents of the Russian leader.

Right now, many are likely still in a state of shock. Perhaps, even here, people didn’t believe until the very end that Putin would actually send his army to invade Ukraine. Now, it’s crucial to closely observe whether a process begins that makes the conflict visible in Bottrop as well.",131,,,
632712823dd49b919c0ccb9d,FAZ,14,SRB,211,"And Serbian President Aleksandar Vučić reacts rather irritably to the question—after a conversation with Baerbock (which she describes as *“very open and very honest”*)—about why his country did not join Europe’s sanctions against Putin. *“Serbia has done nothing that would harm Ukraine,”* Vučić says. His government is acting *“responsibly,”* he insists, and asks, *“what exactly are we supposed to refrain from?”* while adding that *“we are not fueling conflicts.”*

From Vučić’s remarks after the meeting with German Foreign Minister Annalena Baerbock, it becomes clear that the two discussed all contentious issues in which Serbia is involved. On Kosovo, the Serbian president notes that there are *“different views,”* but emphasizes that *“we are ready for dialogue if there is will on both sides.”* Regarding the separatist and destabilizing efforts of **[Group 1]** in Bosnia, he states that *“the territorial integrity of Bosnia and Herzegovina must, of course, be preserved.”*

Baerbock also had praise for the Serbian president: *“Serbia has always placed great importance on the fact that a clear EU course and societal proximity to Russia are not contradictory.”* Precisely for that reason, *“clear words against Putin are now called for.”* That is why it was *“especially important”* that Serbia last week voted in favor of the UN General Assembly resolution condemning Putin’s war of aggression.",132,,,
OSZ-doc7n9h5algsl51wgaycxo,OSZ,15,REFUG,169,"Werner Kuhn, president of the **DRK-Landesverband** [German Red Cross state association], has announced immediate aid for the affected **[Group 1]**. They will receive **10,000 euros** to buy, among other things, clothing and shoes, as they have lost everything, Werner Kuhn stated.

The **Diakonisches Werk Mecklenburg-Vorpommern e.V.** [Diaconal Association of Mecklenburg-Western Pomerania] has also taken note of the news about the alleged arson attack on the refugee accommodation in **Groß Strömkendorf** with great shock. *""Should the suspicion of arson be confirmed, we condemn this act most severely,""* says **Landespastor Paul Philipps**. *""The [Group 1] from Ukraine came to us to seek safety for themselves and their families from a war in their homeland. Now their lives appear to have been put in danger again. That would be a disgrace.""*

The **Diakonisches Werk Mecklenburg-Vorpommern e.V.** has been committed for years to the rights of **[Group 1] people** and to an open society.

In the evening, a drumming group from **Dreveskirchen** showed solidarity by performing in front of the burned-out refugee accommodation, also expressing their protest against the horrifying act.",133,,,
KN-doc7n56pkoqyw0170vcw7lr,KN,1,FRA,186,"This book is a little crazy. But then again, it was a crazy action. When the US assistant professor Simeon Wade learns that the French star philosopher Michel Foucault is coming to Berkeley in 1975, he invites him. He has the odd idea of offering Foucault LSD. The guest first squirms, cancels, agrees, then only wants to take half the dose, but finally downs the whole thing anyway. Wade, who lets us in on this trip in his now German-published book *""Foucault in Kalifornien""* (*Foucault in California*), drives with his partner Michael Stoneman and [Group 1] to Zabriskie Point. The three lie down under the Californian sky, Foucault sees the stars rain down. Stockhausen’s music plays. The story of the drug trip has been known for some time. And it’s debatable whether the famous thinker fundamentally changed his philosophy after his LSD excursion. Still, the book is entertaining.

**tz**

*Simeon Wade: ""Foucault in Kalifornien. Wie der große Philosoph im Death Valley zum ersten Mal LSD nahm – eine wahre Geschichte""* (*Foucault in California: How the Great Philosopher Took LSD for the First Time in Death Valley – A True Story*). Translated from the American by Tino Hanekamp. Kiepenheuer & Witsch. 179 pages, 20 euros.",134,,,
MOPO-534357,MOPO,2,ASIA,116,"**BY KURT KRINK**

At first glance, the Japan vs. Croatia quarterfinal pairing may not be among the most spectacular. But at the latest after the group stage, the world will be watching the ""Blue Samurai"" closely—especially in Germany and Spain. The **[Andere Gruppe]** have played their way into the spotlight with victories over both top favorites of Group E. Now, they aim to pull off another underdog triumph against Croatia. Will the already impressive tournament run of the **[Gruppe 1]** continue?

Lovro Majer couldn’t hide his surprise at **[Andere Gruppe]**’s quarterfinal advance. *""We didn’t expect it, nobody in the world of football expected it,""* the Croatian midfielder said in Doha about their upcoming opponent.",135,,,
